NameDescription,PRODUCT CATEGORY,Cost,Sales Price,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sept 2021,Oct 2021,Nov 2021,Dec 2021,TOTAL,,
A68 (A68 SUPER CLEAR FILM WITH EMBOSS 0.15Mm X 140Cm X 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	17.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	-   , 	5.00 , 	11.00 , 	38.00 ,,
A70 (A70 SUPER CLEAR FILM WITH EMBOSS 0.15Mm X 140Cm X 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	5.00 , 	-   , 	5.00 , 	-   , 	23.00 ,,
0.08MM NORMAL CLEAR PVC (0.08MM*130CM*250Y),PVC SHEET, $	45.00 , $	74.25 , 	10.00 , 	2.00 , 	25.00 , 	10.00 , 	5.00 , 	10.00 , 	-   , 	35.00 , 	90.00 , 	30.00 , 	30.00 , 	15.00 , 	262.00 ,,
NORMAL CLEAR 0.15MM (0.15MM*130CM*150Y),PVC SHEET, $	45.00 , $	74.25 , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	40.00 , 	15.00 , 	50.00 , 	85.00 , 	210.00 ,,
NORMAL CLEAR 0.20MM (NORMAL CLEAR 0.20MM*130CM*150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	2.00 , 	15.00 , 	-   , 	5.00 , 	(5.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	20.00 , 	37.00 ,,
NORMAL CLEAR PVC 0.06MM (0.06Mm* 130Cm* 300Y),PVC SHEET, $	45.00 , $	74.25 , 	10.00 , 	12.00 , 	55.00 , 	10.00 , 	15.00 , 	30.00 , 	-   , 	70.00 , 	120.00 , 	66.00 , 	55.00 , 	73.00 , 	516.00 ,,
NORMAL CLEAR PVC 0.10 (0.10MM*130CM*150Y),PVC SHEET, $	45.00 , $	74.25 , 	20.00 , 	7.00 , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	60.00 , 	60.00 , 	15.00 , 	66.00 , 	-   , 	232.00 ,,
NORMAL CLEAR PVC 0.12 (0.12MM*130CM*150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	12.00 , 	10.00 , 	-   , 	10.00 , 	-   , 	-   , 	20.00 , 	-   , 	5.00 , 	67.00 , 	15.00 , 	139.00 ,,
TH001A (TH001A 0.13mm*137cm*183cm*20p/roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	68.00 , 	3.00 , 	-   , 	123.00 , 	317.00 ,,
TH001B (TH001B 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	42.00 , 	15.00 , 	-   , 	5.00 , 	185.00 ,,
TH001C (TH001C 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	42.00 , 	29.00 , 	-   , 	-   , 	194.00 ,,
TH008A (TH008A 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	107.00 , 	107.00 ,,
TH008B (TH008B 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	67.00 , 	57.00 , 	1.00 , 	61.00 , 	309.00 ,,
TH008C (TH008C 0.13mm*137cm*183cm*20p/roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	63.00 , 	33.00 , 	-   , 	-   , 	219.00 ,,
TH013A (TH013A 0.13mm*137cm*183cm*20p/roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	57.00 , 	3.00 , 	-   , 	93.00 , 	276.00 ,,
TH013B (TH013B 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	68.00 , 	39.00 , 	-   , 	73.00 , 	183.00 ,,
TH026C (TH026C 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	117.00 , 	-   , 	-   , 	3.00 , 	32.00 , 	35.00 , 	-   , 	5.00 , 	192.00 ,,
TH026G (TH026G 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	27.00 , 	68.00 , 	-   , 	73.00 , 	171.00 ,,
TH037A (TH037A 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	76.00 , 	76.00 ,,
TH037D (TH037D 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	58.00 , 	14.00 , 	-   , 	-   , 	195.00 ,,
TH037G (TH037G 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	42.00 , 	31.00 , 	-   , 	-   , 	196.00 ,,
TH038A (TH038A 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	66.00 , 	66.00 ,,
TH038L (TH038L 0.13mm*137cm*183cm*20p/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	120.00 , 	-   , 	-   , 	3.00 , 	32.00 , 	33.00 , 	-   , 	-   , 	188.00 ,,
TJ225C-8153F (TJ225C-8153F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	72.00 , 	-   , 	-   , 	-   , 	-   , 	108.00 ,,
TJ226A-8155B (TJ226A-8155B METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	43.00 , 	-   , 	-   , 	-   , 	-   , 	79.00 ,,
TJ28-43BA (TJ28-43BA METALLIC AND PRINTED TVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	34.00 , 	69.00 , 	2.00 , 	-   , 	-   , 	-   , 	105.00 ,,
TJ329AL-8124B (TJ329AL-8124B METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	35.00 , 	62.00 , 	2.00 , 	-   , 	-   , 	-   , 	99.00 ,,
TJ329BN-8124F (TJ329BN-8124F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	37.00 , 	56.00 , 	2.00 , 	-   , 	-   , 	-   , 	95.00 ,,
TJ329F-8124A (TJ329F-8124A METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	37.00 , 	62.00 , 	-   , 	-   , 	-   , 	-   , 	99.00 ,,
TJ329F-8124B (TJ329F-8124B METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	34.00 , 	63.00 , 	-   , 	-   , 	2.00 , 	-   , 	99.00 ,,
TJ329H-8124F (TJ329H-8124F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	32.00 , 	66.00 , 	2.00 , 	-   , 	-   , 	-   , 	100.00 ,,
TJ336BN-8125F (TJ336BN-8125F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	37.00 , 	70.00 , 	2.00 , 	-   , 	-   , 	-   , 	109.00 ,,
TJ336F-8125F (TJ336F-8125F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	68.00 , 	2.00 , 	-   , 	-   , 	-   , 	106.00 ,,
TJ34AL-49F (TJ34AL-49F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	34.00 , 	74.00 , 	-   , 	-   , 	-   , 	-   , 	108.00 ,,
TJ34BN-49F (TJ34BN-49F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	34.00 , 	71.00 , 	2.00 , 	-   , 	-   , 	-   , 	107.00 ,,
TJ40-55BA (TJ40-55BA METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	73.00 , 	2.00 , 	-   , 	-   , 	-   , 	111.00 ,,
TJ479D-8169B (TJ479D-8169B METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	65.00 , 	2.00 , 	-   , 	-   , 	-   , 	103.00 ,,
TJ552D-8175B (TJ552D-8175B METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	37.00 , 	70.00 , 	-   , 	-   , 	-   , 	-   , 	107.00 ,,
TJ552E-8175B (TJ552E-8175B METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	21.00 , 	82.00 , 	2.00 , 	-   , 	-   , 	-   , 	105.00 ,,
TJ552E-8175F (TJ552E-8175F METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	34.00 , 	70.00 , 	-   , 	-   , 	-   , 	-   , 	104.00 ,,
TJS-1958 (TJS-1958 METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	64.00 , 	-   , 	-   , 	-   , 	-   , 	100.00 ,,
TJS-1961 (TJS-1961 METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 , 	60.00 , 	-   , 	-   , 	-   , 	-   , 	96.00 ,,
TJS-1966 (TJS-1966 METALLIC AND PRINTED PVC TABLECLOTH (1ROLL)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	35.00 , 	65.00 , 	-   , 	-   , 	-   , 	-   , 	100.00 ,,
PTC-01 (PTC-01  PVC TABLE CLOTH (12X30/BAG)),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	1.00 , 	5.00 , 	-   , 	-   , 	4.00 , 	-   , 	10.00 , 	-   , 	-   , 	-   , 	20.00 ,,
PVC-0.15MM (PVC-0.15MM*1.30*150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	-   , 	(4.00), 	-   , 	-   , 	-   , 	-   , 	6.00 ,,
PVC-0.20MM (PVC 0.20MM*1.30M*150Y),PVC SHEET, $	45.00 , $	74.25 , 	6.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6.00 ,,
PVC-0.25MM (PVC-0.25MM*1.30M*150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	15.00 , 	-   , 	-   , 	-   , 	-   , 	17.00 ,,
SJ036B (SJ036B Opaque Prrinted 0.08MM*137CM*50Yards/Roll),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
"TJJF-012C (PRINTING PVC LACE TABLECLOTH, PACKED WITH PVC FILM 137CMX20M)",PVC SHEET, $	67.00 , $	110.55 , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	4.00 , 	-   , 	8.00 ,,
"TJJF-019C (PRINTING PVC LACE TABLECLOTH, PACKED WITH PVC FILM 137CMX20M)",PVC SHEET, $	67.00 , $	110.55 , 	3.00 , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	8.00 ,,
"TJTB-464B (PRINTING PVC LACE TABLECLOTH, PACKED WITH PVC FILM 137CMX20M)",PVC SHEET, $	67.00 , $	110.55 , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	2.00 , 	-   , 	3.00 , 	5.00 , 	14.00 ,,
TJY011-01/ SOUS PLAT (TJY011-01 GOLDEN AND EMBOSSED PVC(12PCS/ 300PCS PER DESIGN ...,PVC SHEET, $	67.00 , $	110.55 , 	1.00 , 	-   , 	-   , 	31.00 , 	5.00 , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	1.00 , 	46.00 ,,
TJY025-01/ SOUS PLAT (TJY025-01 GOLDEN AND EMBOSSED PVC (12PCS/ 300PCS PER DESIGN...,PVC SHEET, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	26.00 , 	5.00 , 	3.00 , 	-   , 	1.00 , 	-   , 	-   , 	5.00 , 	2.00 , 	42.00 ,,
TJY029-01/ SOUS PLAT (TJY029-01 GOLDEN AND EMBOSSED PVC(12PCS/ 300PCS PER DESIGN ...,PVC SHEET, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	21.00 , 	5.00 , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	-   , 	34.00 ,,
TJY034-01/ SOUS PLAT (TJY034-01 GOLDEN AND EMBOSSED PVC(12PCS/ 300PCS PER DESIGN ...,PVC SHEET, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	26.00 , 	5.00 , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	34.00 ,,
TAPIS PRINTED PVC T CLOTH WIT/2 (PRINTED PVC TABLE CLOTH WITH 2'' LACE BORDER (48...,PVC SHEET, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	60.00 , 	-   , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	70.00 ,,
"CRB-131B (CRB-131B PRINTING NR LACE TABLECLOTH, PACKED WITH PVC FILM 137CMX20M (1...",PVC SHEET, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	6.00 ,,
PEVA/NAPPE (PRINTED AND EMBOSSED  PEVA TABLECLOTH WITH 3'' LACE BRODER(48PCS/BOX)),PVC SHEET, $	67.00 , $	110.55 , 	7.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	7.00 ,,
1300110 D2 CLASSIC TWIN BLADE (DERBY 1300110 D2 CLASSIC TWIN BLADE ( 2X36X16) 16 ...,RASOIRE, $	229.00 , $	377.85 , 	90.00 , 	0.56 , 	-   , 	12.00 , 	-   , 	50.00 , 	-   , 	-   , 	73.00 , 	-   , 	-   , 	(73.00), 	152.56 ,,
1300301 EXTRA PREMIUM DOUBLE ED (DERBY 1300301 EXTRA PREMIUM DOUBLE EDGE BOX (5Pc...,RASOIRE, $	280.00 , $	462.00 , 	-   , 	0.18 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	1.18 ,,
"TD708BK (TD708BK DORCO (2,000 PCS/CTN))",RASOIRE, $	500.00 , $	825.00 , 	-   , 	0.45 , 	-   , 	0.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.95 ,,
Valise a Zip 10Dz (Valise a Zip 10Dz),SHOPPING BAG, $	35.00 , $	57.75 , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	130.00 , 	125.00 , 	105.00 , 	3.00 , 	59.00 , 	184.00 , 	79.00 , 	695.00 ,,
Valise Sans Zip 10Dz (Valise Sans Zip 10Dz),SHOPPING BAG, $	35.00 , $	57.75 , 	255.00 , 	110.00 , 	129.00 , 	133.00 , 	80.00 , 	210.00 , 	80.00 , 	65.00 , 	170.00 , 	90.00 , 	80.00 , 	108.00 ," 	1,510.00 ",,
WB47X44X17 (WB47X44X17 (120Pcs)),SHOPPING BAG, $	34.00 , $	56.10 , 	-   , 	-   , 	63.00 , 	-   , 	-   , 	-   , 	-   , 	14.00 , 	-   , 	-   , 	-   , 	-   , 	77.00 ,,
BONGU PROMO WB40X45X18 (BONGU PROMO WB40X45X18 (120PCS)),SHOPPING BAG, $	45.00 , $	74.25 , 	-   , 	133.66 , 	-   , 	-   , 	-   , 	35.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	164.00 , 	332.66 ,,
WB40X45X18 (WB40X45X18 (Woven Bag 120Pc)),SHOPPING BAG, $	56.00 , $	92.40 , 	461.00 , 	40.00 , 	137.95 , 	13.00 , 	-   , 	53.00 , 	-   , 	2.00 , 	99.00 , 	40.00 , 	-   , 	26.00 , 	871.95 ,,
WB40X45X18 (85PCS) (BONGU PROMO WB40X45X18 (Woven Bag 85PCS)),SHOPPING BAG, $	78.00 , $	128.70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
WB45X50X20C (WB45X50X20C (120pcs)  Animal Design),SHOPPING BAG, $	92.00 , $	151.80 , 	141.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	141.00 ,,
WB50X55X25 (WB50X55X25  Woven Bag 120Pcs),SHOPPING BAG, $	59.00 , $	97.35 , 	-   , 	-   , 	-   , 	-   , 	26.00 , 	5.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	31.00 ,,
WB55X65X25 (WB55X65X25 Wovan Bag 120 Pcs),SHOPPING BAG, $	28.00 , $	46.20 , 	50.00 , 	15.00 , 	25.00 , 	37.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	145.00 , 	272.00 ,,
WB45X50X20CM (WB45X50X20CM WOVEN BAG (120PCS)),SHOPPING BAG, $	260.00 , $	429.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	476.00 , 	362.00 , 	26.00 , 	(5.00), 	286.00 ," 	1,145.00 ",,
SW13141 (SW13141 Paille de Fer  (6Pcsx60Bags)),SROUER AND SPONGE,, $	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," 	1,516.00 ", 	-   , 	-   , 	-   ," 	1,516.00 ",,
DM-2412 (DM-2412 SCROUER (300 Bags of 2 Units)),SROUER AND SPONGE, $	435.00 , $	717.75 , 	15.00 , 	100.00 , 	85.00 , 	80.00 , 	161.00 , 	-   , 	75.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	516.00 ,,
DM-42 (DM-42 Paille de Fer 15 Gr (48Cards/Box)),SROUER AND SPONGE, $	342.00 , $	564.30 , 	360.00 , 	950.00 , 	-   , 	50.00 , 	-   ," 	1,060.00 "," 	1,033.00 ", 	31.00 , 	-   , 	-   ," 	2,100.00 "," 	2,050.00 "," 	7,634.00 ",,
"BL4315-5 ( BL4315-5   /5"" KNIFE w/1mm ( 240Pcs/CTN))",STAINLESS, $	65.00 , $	107.25 , 	-   , 	-   , 	(1.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(1.00),,
KN-154 (KN-154 Knife (240Pcs)),STAINLESS, $	890.00 ," $	1,468.50 ", 	278.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	408.00 , 	686.00 ,,
KN-7WS (KN-7WS (BL1848) (20dz)),STAINLESS, $	234.00 , $	386.10 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
KN-8A (KN-8A  Plastic Handle 240Pcs/ Ctn),STAINLESS, $	235.00 , $	387.75 , 	-   , 	-   , 	(2.00), 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(1.00),,
NP397-5 (NP397-5 Knife 1.2mm Thikness 7 inch (12Pcs Inner Box) (240Pcs/ Ctn)),STAINLESS, $	345.00 , $	569.25 , 	-   , 	-   , 	0.15 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	407.00 , 	407.15 ,,
R152 (R152 7 inch Knife (20X12/Box)),STAINLESS, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.80 ,,
NS-453 (NS-453 STAINLESS FORK 12PCS/BAG (100DOZ/CARTON)),STAINLESS, $	56.00 , $	92.40 , 	60.00 , 	30.00 , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	100.00 ,,
NS-454 (NS-454  STAILESS SPOON 12PCS/BAG (100DOZ/CARTON)),STAINLESS, $	78.00 , $	128.70 , 	140.00 , 	60.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	200.00 ,,
16X3 (16X3 Tiffin (12sets)),STAINLESS, $	92.00 , $	151.80 , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
1584/A-5LTR (1584/A-5LTR Hydraulic Square Chefing Dish (1PC)),STAINLESS, $	59.00 , $	97.35 , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	7.00 ,,
162-40 (Round Tray-40CM(48Pcs/CTN)),STAINLESS, $	28.00 , $	46.20 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
162-45 (Round Tray-45CM(36Pcs/Ctn)),STAINLESS, $	260.00 , $	429.00 , 	-   , 	1.00 , 	0.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.50 ,,
16x2 (16x2 Tiffin 18 Pcs/Box),STAINLESS, $	45.00 , $	74.25 , 	-   , 	-   , 	(0.38), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(0.38),,
16X3 (S/S TIFFIN 16X3(18Pcs/CTN)),STAINLESS, $	56.00 , $	92.40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
16X3 (12) (16X3 (12 Pcs)),STAINLESS, $	78.00 , $	128.70 , 	-   , 	-   , 	(0.66), 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	1.34 ,,
16X4 (16X4 Tiffin 12 Pcs/Box),STAINLESS, $	92.00 , $	151.80 , 	-   , 	5.00 , 	(0.67), 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6.33 ,,
178-35 (Oval Tray-35CM(72Pcs/Ctn)),STAINLESS, $	59.00 , $	97.35 , 	-   , 	0.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.50 ,,
178-40 (Oval Tray-40CM(48Pcs/ctn)),STAINLESS, $	28.00 , $	46.20 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	2.00 ,,
178-45 (Oval Tray-45CM R453-457 (48Pcs/Ctn)),STAINLESS, $	260.00 , $	429.00 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	2.00 ,,
179-45 (Dollar Tray-45CM(36Pcs/CTN)),STAINLESS, $	235.00 , $	387.75 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
18X2 (18X2 Tiffin (18 PCS)),STAINLESS, $	345.00 , $	569.25 , 	5.00 , 	5.00 , 	4.25 , 	10.00 , 	13.00 , 	5.00 , 	10.00 , 	-   , 	5.00 , 	-   , 	10.00 , 	-   , 	67.25 ,,
18x2 (12Pcs) (18x2  Stainless Steel Food Carrier (12Pcs/ Box)),STAINLESS, $	45.00 , $	74.25 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
18X3 (18X3 Tiffin 12 Pcs/Box),STAINLESS, $	56.00 , $	92.40 , 	-   , 	-   , 	(0.66), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(0.66),,
18X4 (18X4  Tiffin 12Pcs/ Box),STAINLESS, $	78.00 , $	128.70 , 	28.00 , 	20.00 , 	(0.58), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	47.42 ,,
190/D (Diamond Jug-1.5Ltr(24Pcs/CTN)),STAINLESS, $	92.00 , $	151.80 , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
20X4 (20X4 Tiffin 12 Pcs/ Box),STAINLESS, $	68.00 , $	112.20 , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
219-34 (King Tray-34CM (60Pcs/CTN)),STAINLESS, $	80.00 , $	132.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.50 , 	-   , 	-   , 	-   , 	1.50 ,,
